City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
233,Merauke,ID,-8.4667,140.3333,78.39,82,100,9.26,overcast clouds,2021-07-25 03:07:58
234,Viedma,AR,-40.8135,-62.9967,40.37,86,54,6.31,broken clouds,2021-07-25 03:07:58
235,Alvorada,BR,-12.48,-49.1247,71.58,38,4,4.52,clear sky,2021-07-25 03:07:58
236,Huangpu,CN,25.4433,113.1747,86.59,68,52,4.88,broken clouds,2021-07-25 03:07:59
237,Turan,VN,16.0678,108.2208,93.18,46,40,14.97,scattered clouds,2021-07-25 03:07:14
238,San Quintin,MX,30.4833,-115.95,68.54,84,100,7.43,overcast clouds,2021-07-25 03:07:59
239,La Ronge,CA,55.1001,-105.2842,61.02,82,75,4.61,broken clouds,2021-07-25 03:07:59
240,Yashkul,RU,46.1711,45.3435,79.41,35,96,4.52,overcast clouds,2021-07-25 03:08:00
241,Kokoda,PG,-8.8785,147.7407,87.26,59,84,5.55,broken clouds,2021-07-25 03:08:00
242,Cabra,ES,37.4725,-4.4421,69.66,48,0,2.91,clear sky,2021-07-25 03:08:00
243,Homer,US,59.6425,-151.5483,63.09,79,20,8.05,few clouds,2021-07-25 03:08:00
244,Severo-Kurilsk,RU,50.6789,156.125,57.81,89,99,2.86,overcast clouds,2021-07-25 03:08:01
245,Noslac,RO,46.4,23.9333,59.05,94,1,5.75,clear sky,2021-07-25 03:08:01
246,Twentynine Palms,US,34.1356,-116.0542,88.05,35,97,8.84,overcast clouds,2021-07-25 03:08:01
247,Karpogory,RU,64.0019,44.4451,49.96,75,100,6.53,overcast clouds,2021-07-25 03:08:01
248,Hambantota,LK,6.1241,81.1185,80.94,94,75,10.36,broken clouds,2021-07-25 03:08:02
249,Coruripe,BR,-10.1256,-36.1756,73.45,76,0,12.93,clear sky,2021-07-25 03:08:02
250,Khovu-Aksy,RU,51.1333,93.6,63.91,79,99,5.64,overcast clouds,2021-07-25 03:08:02
251,Mahina,PF,-17.5065,-149.489,78.57,69,40,3.44,scattered clouds,2021-07-25 03:08:03
252,Rocha,UY,-34.4833,-54.3333,58.12,78,100,4.07,overcast clouds,2021-07-25 03:08:03
253,Nautla,MX,20.2167,-96.7833,80.11,83,6,7.0,clear sky,2021-07-25 03:08:03
254,Afrikanda,RU,67.4429,32.7828,46.92,100,62,8.39,broken clouds,2021-07-25 03:08:03
255,Storrs,US,41.8084,-72.2495,69.62,88,1,3.44,clear sky,2021-07-25 03:08:04
256,Kenai,US,60.5544,-151.2583,63.03,85,90,13.8,overcast clouds,2021-07-25 03:05:01
257,Lavrentiya,RU,65.5833,-171.0,44.91,98,100,11.3,light rain,2021-07-25 03:08:04
258,Maniitsoq,GL,65.4167,-52.9,40.82,75,100,3.09,overcast clouds,2021-07-25 03:08:04
259,Tarnogskiy Gorodok,RU,60.4997,43.5761,52.07,64,100,5.97,overcast clouds,2021-07-25 03:08:05
260,Tautira,PF,-17.7333,-149.15,78.82,76,61,5.75,light rain,2021-07-25 03:08:05
261,Moa,CU,20.6569,-74.9403,79.5,86,94,9.75,overcast clouds,2021-07-25 03:08:05
262,Bara,NG,10.3744,10.7288,70.34,98,64,7.47,broken clouds,2021-07-25 03:08:05
263,Shirokiy,RU,49.758,129.523,81.66,63,57,8.88,broken clouds,2021-07-25 03:08:06
264,Ordzhonikidze,KZ,52.4411,61.7408,67.48,61,0,7.74,clear sky,2021-07-25 03:08:06
265,Kwinana,AU,-32.25,115.7667,68.18,62,100,16.87,overcast clouds,2021-07-25 03:08:06
266,Bubaque,GW,11.2833,-15.8333,78.15,86,100,17.09,moderate rain,2021-07-25 03:08:07
267,Balykshi,KZ,47.0667,51.8667,80.53,28,0,6.31,clear sky,2021-07-25 03:08:07
268,Shakawe,BW,-18.3667,21.85,46.87,71,0,5.97,clear sky,2021-07-25 03:08:07
269,Talnakh,RU,69.4865,88.3972,49.06,92,100,5.5,moderate rain,2021-07-25 03:05:36
270,Haines Junction,CA,60.7522,-137.5108,61.27,46,100,6.38,overcast clouds,2021-07-25 03:04:28
271,Panzhihua,CN,26.5851,101.7128,81.7,62,9,1.19,clear sky,2021-07-25 03:08:08
272,Huilong,CN,31.8111,121.655,80.04,91,100,40.0,light rain,2021-07-25 03:08:08
273,Honiara,SB,-9.4333,159.95,82.94,80,34,6.82,scattered clouds,2021-07-25 03:08:08
274,Te Anau,NZ,-45.4167,167.7167,53.44,68,100,5.73,overcast clouds,2021-07-25 03:08:09
275,South Sioux City,US,42.4739,-96.4136,78.15,78,1,0.0,clear sky,2021-07-25 03:08:09
276,Nagato,JP,34.3833,131.2,83.19,64,100,7.67,light rain,2021-07-25 03:08:09
277,Doha,QA,25.2867,51.5333,95.31,66,58,6.91,haze,2021-07-25 03:08:09
278,Tucurui,BR,-3.7661,-49.6725,73.02,61,94,2.46,overcast clouds,2021-07-25 03:08:10
279,Guasdualito,VE,7.2424,-70.7324,74.61,88,100,1.59,overcast clouds,2021-07-25 03:08:10
280,Kirakira,SB,-10.4544,161.9205,83.57,77,51,9.1,light rain,2021-07-25 03:08:10
281,Caravelas,BR,-17.7125,-39.2481,68.31,68,2,5.44,clear sky,2021-07-25 03:08:11
282,Putat,PH,10.7858,123.8469,86.67,68,69,14.9,broken clouds,2021-07-25 03:08:11
283,Sarangani,PH,5.4033,125.4636,84.54,75,91,12.64,overcast clouds,2021-07-25 03:08:11
284,Kosh-Agach,RU,50.0,88.6667,63.57,57,68,2.46,broken clouds,2021-07-25 03:08:12
285,Campamento,HN,14.55,-86.65,71.73,77,99,2.73,overcast clouds,2021-07-25 03:08:12
286,Whitefish,US,48.4111,-114.3376,79.41,38,1,3.44,smoke,2021-07-25 03:05:55
287,Ileza,RU,61.0533,43.9002,51.75,65,100,5.7,overcast clouds,2021-07-25 03:08:12
288,Gardabani,GE,41.4605,45.0928,71.69,81,100,1.32,overcast clouds,2021-07-25 03:08:12
289,Beringovskiy,RU,63.05,179.3167,54.07,83,100,5.55,light rain,2021-07-25 03:08:13
290,Dali,CN,25.7,100.1833,71.76,73,12,3.71,few clouds,2021-07-25 03:08:13
291,Hualmay,PE,-11.0964,-77.6139,62.46,86,61,7.83,broken clouds,2021-07-25 03:08:13
292,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,90,66,7.18,broken clouds,2021-07-25 03:08:14
293,Mana,GF,5.6592,-53.7767,76.64,90,100,6.93,light rain,2021-07-25 03:08:14
294,Ciudad Bolivar,VE,8.1222,-63.5497,77.7,88,100,4.41,overcast clouds,2021-07-25 03:08:14
295,Fort Dodge,US,42.4975,-94.168,76.44,88,1,0.0,clear sky,2021-07-25 03:04:38
296,Banda Aceh,ID,5.5577,95.3222,84.79,63,100,8.08,overcast clouds,2021-07-25 03:08:15
297,Fairbanks,US,64.8378,-147.7164,70.02,56,75,11.5,broken clouds,2021-07-25 03:08:15
298,Dong Hoi,VN,17.4833,106.6,84.29,68,100,16.37,overcast clouds,2021-07-25 03:08:15
299,Havelock,US,34.8791,-76.9013,78.94,78,32,5.12,scattered clouds,2021-07-25 03:08:15
300,Simpang Empat,MY,4.95,100.6333,89.6,62,86,3.56,overcast clouds,2021-07-25 03:08:16
301,Burgeo,CA,47.6167,-57.6152,56.23,87,98,2.82,overcast clouds,2021-07-25 03:08:16
302,Katsuura,JP,35.1333,140.3,89.71,68,1,13.89,clear sky,2021-07-25 03:08:16
303,Trincomalee,LK,8.5711,81.2335,84.24,69,99,20.33,overcast clouds,2021-07-25 03:08:16
304,Port-Gentil,GA,-0.7193,8.7815,74.64,73,100,8.08,overcast clouds,2021-07-25 03:08:17
305,Halifax,CA,44.6453,-63.5724,61.21,89,2,4.36,clear sky,2021-07-25 03:03:38
306,Fukue,JP,32.6881,128.8419,80.04,76,100,17.78,moderate rain,2021-07-25 03:08:17
307,Bambanglipuro,ID,-7.95,110.2833,82.58,63,40,15.5,scattered clouds,2021-07-25 03:08:17
308,Marck,FR,50.949,1.9433,62.51,95,100,7.2,light rain,2021-07-25 03:08:18
309,Chapleau,CA,47.8405,-83.4034,60.82,99,7,7.52,clear sky,2021-07-25 03:08:18
310,Turiacu,BR,-1.6633,-45.3717,71.96,95,72,1.41,broken clouds,2021-07-25 03:08:18
311,Georgetown,MY,5.4112,100.3354,89.53,76,20,2.3,few clouds,2021-07-25 03:08:18
312,Bilma,NE,18.6853,12.9164,87.33,46,81,6.67,broken clouds,2021-07-25 03:08:19
313,Touros,BR,-5.1989,-35.4608,72.5,83,0,14.92,clear sky,2021-07-25 03:08:19
314,Surat Thani,TH,9.1667,99.25,86.11,68,99,9.1,overcast clouds,2021-07-25 03:08:19
315,Tessalit,ML,20.1986,1.0114,85.82,52,19,10.98,few clouds,2021-07-25 03:08:19
316,Qaqortoq,GL,60.7167,-46.0333,45.1,94,76,2.15,broken clouds,2021-07-25 03:08:20
317,Fare,PF,-16.7,-151.0167,77.92,71,18,10.18,few clouds,2021-07-25 03:08:20
318,Sambava,MG,-14.2667,50.1667,68.09,87,100,15.35,light rain,2021-07-25 03:08:20
319,Oksfjord,NO,70.2396,22.3479,48.27,97,100,4.16,overcast clouds,2021-07-25 03:08:21
320,Paita,PE,-5.0892,-81.1144,65.26,85,46,7.7,scattered clouds,2021-07-25 03:08:21
321,Keuruu,FI,62.2667,24.7,57.79,76,100,3.53,overcast clouds,2021-07-25 03:08:21
322,Kurilsk,RU,45.2333,147.8833,69.78,78,100,1.25,overcast clouds,2021-07-25 03:08:21
323,Urubicha,BO,-15.3833,-62.95,70.3,54,0,1.74,clear sky,2021-07-25 03:08:22
324,Muros,ES,42.7762,-9.0603,64.24,93,80,4.07,broken clouds,2021-07-25 03:08:22
325,Timizart,DZ,36.8,4.2667,80.38,42,23,4.9,few clouds,2021-07-25 03:08:22
326,Uray,RU,60.1247,64.7758,54.97,71,98,10.89,overcast clouds,2021-07-25 03:08:23
327,Beaverlodge,CA,55.2166,-119.4361,65.46,46,84,9.24,broken clouds,2021-07-25 03:08:23
328,Namie,JP,37.4833,141.0,95.77,70,7,1.01,clear sky,2021-07-25 03:08:23
329,Srandakan,ID,-7.9386,110.2506,82.63,63,43,15.19,scattered clouds,2021-07-25 03:08:24
330,Honningsvag,NO,70.9821,25.9704,45.43,80,100,20.49,overcast clouds,2021-07-25 03:08:24
331,Santa Maria,BR,-29.6842,-53.8069,65.25,62,83,5.59,broken clouds,2021-07-25 03:07:08
332,Birao,CF,10.2849,22.7882,69.64,95,100,3.44,light rain,2021-07-25 03:08:24
333,New Norfolk,AU,-42.7826,147.0587,44.1,70,68,11.54,broken clouds,2021-07-25 03:08:24
334,Port Blair,IN,11.6667,92.75,83.07,82,100,20.58,overcast clouds,2021-07-25 03:08:25
335,Faya,SA,18.3851,42.4509,63.12,79,39,3.53,scattered clouds,2021-07-25 03:08:25
336,Caramay,PH,10.1815,119.236,86.79,63,100,8.39,overcast clouds,2021-07-25 03:08:25
337,Roald,NO,62.5833,6.1333,62.17,94,90,0.0,mist,2021-07-25 03:08:25
338,Tilichiki,RU,60.4667,166.1,56.26,86,100,5.32,overcast clouds,2021-07-25 03:08:26
339,Majene,ID,-3.5403,118.9707,82.36,69,77,12.24,broken clouds,2021-07-25 03:08:26
340,Vardo,NO,70.3705,31.1107,46.18,84,97,24.32,overcast clouds,2021-07-25 03:08:26
341,Constitucion,CL,-35.3333,-72.4167,51.24,88,100,16.89,overcast clouds,2021-07-25 03:08:27
342,Skowhegan,US,44.7651,-69.7192,62.58,86,73,3.56,broken clouds,2021-07-25 03:08:00
343,Mehamn,NO,71.0357,27.8492,44.47,84,100,20.8,overcast clouds,2021-07-25 03:08:27
344,Sulina,RO,45.1559,29.6536,66.87,67,0,7.45,clear sky,2021-07-25 03:08:27
345,Katherine,AU,-14.4667,132.2667,88.12,30,87,5.75,overcast clouds,2021-07-25 03:08:28
346,Healdsburg,US,38.6105,-122.8692,84.69,64,1,3.0,clear sky,2021-07-25 03:08:28
347,Westport,US,41.1415,-73.3579,75.06,86,1,5.01,clear sky,2021-07-25 03:08:28
348,Lumberton,US,34.6182,-79.0086,79.34,75,94,7.76,overcast clouds,2021-07-25 03:08:28
349,Kathmandu,NP,27.7167,85.3167,77.22,83,75,3.44,broken clouds,2021-07-25 03:08:29
350,Tiksi,RU,71.6872,128.8694,44.94,76,78,6.13,broken clouds,2021-07-25 03:08:29
351,Ambilobe,MG,-13.2,49.05,64.92,74,78,2.82,broken clouds,2021-07-25 03:08:29
352,Micomeseng,GQ,2.1462,10.6164,67.35,98,92,2.19,overcast clouds,2021-07-25 03:08:30
353,Vao,NC,-22.6667,167.4833,72.36,80,10,7.4,clear sky,2021-07-25 03:08:30
354,Zhigansk,RU,66.7697,123.3711,67.44,49,18,16.26,few clouds,2021-07-25 03:05:27
355,San Benito,US,36.6166,-121.0844,64.51,45,84,5.7,broken clouds,2021-07-25 03:08:30
356,Tanabi,BR,-20.6264,-49.6492,61.34,44,0,6.69,clear sky,2021-07-25 03:08:30
357,Flinders,AU,-34.5833,150.8552,58.37,46,4,11.01,clear sky,2021-07-25 03:08:31
358,Rawson,AR,-43.3002,-65.1023,46.24,46,100,17.96,overcast clouds,2021-07-25 03:08:31
359,Ogbomosho,NG,8.133,4.25,69.15,94,95,5.19,overcast clouds,2021-07-25 03:08:31
360,Takab,IR,36.4009,47.1133,73.56,26,2,3.24,clear sky,2021-07-25 03:08:32
361,Atar,MR,20.5169,-13.0499,88.48,30,98,8.01,overcast clouds,2021-07-25 03:08:32
362,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,75.02,42,61,13.56,broken clouds,2021-07-25 03:08:32
363,Vallenar,CL,-28.5708,-70.7581,51.01,69,0,2.35,clear sky,2021-07-25 03:08:33
364,Oum Hadjer,TD,13.2954,19.6966,79.34,73,100,2.95,overcast clouds,2021-07-25 03:08:33
365,Yulara,AU,-25.2406,130.9889,63.3,30,76,5.17,broken clouds,2021-07-25 03:08:33
366,Chingirlau,KZ,51.095,54.0814,68.72,48,61,5.88,broken clouds,2021-07-25 03:08:33
367,Gamba,GA,-2.65,10.0,70.2,86,94,2.66,overcast clouds,2021-07-25 03:08:34
368,Gilgit,PK,35.9221,74.3087,89.33,37,9,0.85,clear sky,2021-07-25 03:08:34
369,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,70.39,68,20,13.42,few clouds,2021-07-25 03:08:34
370,Huayucachi,PE,-12.1333,-75.2333,47.68,80,27,1.83,scattered clouds,2021-07-25 03:08:34
371,Beidao,CN,34.5686,105.8933,77.74,71,99,3.65,overcast clouds,2021-07-25 03:08:35
372,Kerema,PG,-7.9631,145.7785,81.48,76,24,7.9,few clouds,2021-07-25 03:08:35
373,Fomboni,KM,-12.28,43.7425,75.33,74,15,24.76,light rain,2021-07-25 03:08:35
374,Vuktyl,RU,63.8567,57.3094,43.59,93,87,8.08,overcast clouds,2021-07-25 03:08:35
375,Dudinka,RU,69.4058,86.1778,46.96,89,100,7.58,light rain,2021-07-25 03:08:36
376,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.86,98,100,1.97,overcast clouds,2021-07-25 03:08:36
377,Saint-Pierre,RE,-21.3393,55.4781,65.84,79,90,4.61,overcast clouds,2021-07-25 03:08:36
378,Sao Sebastiao,BR,-23.76,-45.4097,62.64,68,0,4.23,clear sky,2021-07-25 03:08:37
379,Tura,IN,25.5198,90.2201,81.12,83,93,6.29,overcast clouds,2021-07-25 03:08:37
380,Namatanai,PG,-3.6667,152.4333,85.26,68,9,2.26,clear sky,2021-07-25 03:08:37
381,Jinji,CN,23.2281,110.8261,90.66,61,35,5.01,scattered clouds,2021-07-25 03:08:37
382,Khairagarh,IN,26.95,77.8167,90.34,60,2,12.8,clear sky,2021-07-25 03:08:38
383,Baoqing,CN,46.3317,132.2111,98.67,30,79,8.7,broken clouds,2021-07-25 03:08:38
384,Praia,CV,14.9215,-23.5087,75.74,73,75,9.22,broken clouds,2021-07-25 03:08:38
385,Baiyin,CN,36.5583,104.2081,76.51,52,61,22.7,broken clouds,2021-07-25 03:08:38
386,Pontal Do Parana,BR,-25.6533,-48.5128,60.46,93,5,2.44,clear sky,2021-07-25 03:08:39
387,Singapore,SG,1.2897,103.8501,87.84,70,75,10.36,broken clouds,2021-07-25 03:04:02
388,Mbandaka,CD,0.0487,18.2603,72.93,65,100,4.05,overcast clouds,2021-07-25 03:08:39
389,Ewa Beach,US,21.3156,-158.0072,87.75,61,40,12.66,scattered clouds,2021-07-25 03:04:15
390,Husavik,IS,66.0449,-17.3389,50.81,87,57,1.34,broken clouds,2021-07-25 03:08:40
391,Banepa,NP,27.6298,85.5214,75.52,83,75,3.44,broken clouds,2021-07-25 03:08:40
392,Iwanai,JP,42.9744,140.5089,86.63,58,19,3.98,few clouds,2021-07-25 03:08:40
393,Sept-Iles,CA,50.2001,-66.3821,61.32,93,75,1.01,broken clouds,2021-07-25 03:08:40
394,Geraldton,AU,-28.7667,114.6,66.13,72,75,6.91,broken clouds,2021-07-25 03:08:41
395,Lucea,JM,18.451,-78.1736,80.85,75,56,3.04,broken clouds,2021-07-25 03:08:41
396,Bumba,CD,2.1833,22.4667,72.5,80,46,1.97,scattered clouds,2021-07-25 03:08:41
397,Bad Aussee,AT,47.61,13.7824,62.58,100,49,3.76,scattered clouds,2021-07-25 03:08:41
398,Sao Filipe,CV,14.8961,-24.4956,73.42,76,33,5.57,scattered clouds,2021-07-25 03:08:42
399,Ciudad Guayana,VE,8.3533,-62.6528,74.46,96,100,3.09,overcast clouds,2021-07-25 03:08:42
400,San Julian,MX,21.0167,-102.1667,58.77,80,91,3.85,overcast clouds,2021-07-25 03:08:42
401,Koslan,RU,63.4564,48.8989,46.02,95,100,5.77,overcast clouds,2021-07-25 03:08:42
402,Gravdal,NO,68.1214,13.5031,52.11,96,100,9.89,overcast clouds,2021-07-25 03:08:43
403,Labuan,MY,5.2767,115.2417,89.76,75,76,3.33,broken clouds,2021-07-25 03:08:43
404,Luwuk,ID,-0.9516,122.7875,84.54,63,85,7.76,overcast clouds,2021-07-25 03:08:43
405,Labuhan,ID,-6.8844,112.2051,84.25,60,2,5.37,clear sky,2021-07-25 03:08:44
406,Quatre Cocos,MU,-20.2078,57.7625,67.08,74,67,15.99,broken clouds,2021-07-25 03:08:44
407,Olga,RU,43.7444,135.2892,83.7,64,34,8.9,scattered clouds,2021-07-25 03:08:44
408,Les Cayes,HT,18.2,-73.75,78.8,86,99,2.93,overcast clouds,2021-07-25 03:08:45
409,Karasjok,NO,69.4719,25.5112,46.51,79,100,6.11,overcast clouds,2021-07-25 03:08:45
410,Lagoa,PT,39.05,-27.9833,68.14,84,98,17.05,overcast clouds,2021-07-25 03:08:45
411,Port Lincoln,AU,-34.7333,135.8667,59.13,74,44,27.11,scattered clouds,2021-07-25 03:08:45
412,Lesogorsk,RU,56.0458,99.5136,81.82,34,13,8.81,few clouds,2021-07-25 03:08:46
413,Baglung,NP,28.2719,83.5898,76.1,91,99,1.74,light rain,2021-07-25 03:08:46
414,Puerto Colombia,CO,10.9878,-74.9547,75.29,82,100,3.69,overcast clouds,2021-07-25 03:08:46
415,Alofi,NU,-19.0595,-169.9187,78.03,78,14,9.57,few clouds,2021-07-25 03:08:47
416,Gainesville,US,29.6516,-82.3248,78.85,72,1,0.0,clear sky,2021-07-25 03:06:34
417,Altay,CN,47.8667,88.1167,77.0,39,2,5.23,clear sky,2021-07-25 03:08:47
418,Englehart,CA,47.8169,-79.8664,64.96,100,75,4.61,broken clouds,2021-07-25 03:08:47
419,Saint Anthony,US,45.0205,-93.218,79.32,43,1,4.61,clear sky,2021-07-25 03:08:48
420,Leh,IN,34.1667,77.5833,71.35,37,83,3.74,broken clouds,2021-07-25 03:06:07
421,Pringsewu,ID,-5.3582,104.9744,86.02,62,1,3.98,clear sky,2021-07-25 03:08:48
422,Bure,ET,10.7,37.0667,57.16,99,100,1.39,moderate rain,2021-07-25 03:08:48
423,Lasem,ID,-6.6922,111.4527,84.67,55,0,10.98,clear sky,2021-07-25 03:08:49
424,Sur,OM,22.5667,59.5289,89.22,59,62,7.92,broken clouds,2021-07-25 03:08:49
425,Ayan,RU,56.45,138.1667,59.86,89,85,5.03,overcast clouds,2021-07-25 03:08:49
426,Fenyi,CN,27.8112,114.6681,89.55,54,19,4.97,few clouds,2021-07-25 03:08:50
427,Jalna,IN,19.8333,75.8833,77.04,81,100,16.08,overcast clouds,2021-07-25 03:08:51
428,Beaufort,MY,5.3473,115.7455,89.94,57,98,1.86,overcast clouds,2021-07-25 03:08:53
429,Mamontovo,RU,52.7055,81.6244,75.52,63,5,1.23,clear sky,2021-07-25 03:08:54
430,Paducah,US,37.0834,-88.6001,81.37,86,1,3.44,clear sky,2021-07-25 03:08:54
431,Nemuro,JP,43.3236,145.575,65.77,93,92,11.92,overcast clouds,2021-07-25 03:08:54
432,Nichinan,JP,31.6,131.3667,81.57,73,97,13.71,overcast clouds,2021-07-25 03:08:55
433,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,83,46,15.93,scattered clouds,2021-07-25 03:08:55
434,Itaituba,BR,-4.2761,-55.9836,81.16,51,98,2.33,overcast clouds,2021-07-25 03:08:55
435,Broome,US,42.2506,-75.833,74.61,67,90,1.99,overcast clouds,2021-07-25 03:08:56
436,Kargil,IN,34.5667,76.1,67.66,44,67,2.91,broken clouds,2021-07-25 03:08:56
437,Henties Bay,NA,-22.116,14.2845,68.09,24,0,17.16,clear sky,2021-07-25 03:08:56
438,Ponta Do Sol,PT,32.6667,-17.1,74.01,78,0,3.33,clear sky,2021-07-25 03:08:57
439,Ulladulla,AU,-35.35,150.4667,56.88,42,2,19.53,clear sky,2021-07-25 03:08:57
440,Panama City,PA,8.9936,-79.5197,79.38,91,100,1.01,overcast clouds,2021-07-25 03:08:57
441,Harbour Breton,CA,47.4833,-55.7983,53.15,89,20,8.68,few clouds,2021-07-25 03:08:57
442,Ahipara,NZ,-35.1667,173.1667,59.4,78,100,16.84,moderate rain,2021-07-25 03:08:58
443,Teruel,ES,40.6667,-0.6667,66.16,53,10,2.24,clear sky,2021-07-25 03:08:58
444,Videira,BR,-27.0083,-51.1517,52.57,84,18,3.13,few clouds,2021-07-25 03:08:58
445,High Level,CA,58.5169,-117.136,58.1,81,100,4.65,overcast clouds,2021-07-25 03:08:58
446,Pisco,PE,-13.7,-76.2167,62.65,82,90,4.61,overcast clouds,2021-07-25 03:08:59
447,Nekhayevskiy,RU,50.4106,41.7561,62.91,79,0,3.49,clear sky,2021-07-25 03:08:59
448,Ginda,IN,30.6945,78.4932,69.58,95,97,1.97,overcast clouds,2021-07-25 03:08:59
449,Vawkavysk,BY,53.1561,24.4513,64.45,74,79,4.23,broken clouds,2021-07-25 03:08:59
450,Simao,CN,22.7886,100.9748,68.34,98,100,0.67,light rain,2021-07-25 03:09:00
451,Ponta Delgada,PT,37.7333,-25.6667,72.32,83,40,2.3,scattered clouds,2021-07-25 03:09:00
452,Ngunguru,NZ,-35.6167,174.5,61.16,74,100,19.46,light rain,2021-07-25 03:09:00
453,Vihari,PK,30.0333,72.35,99.32,40,38,6.11,scattered clouds,2021-07-25 03:09:01
454,Fortuna Foothills,US,32.6578,-114.4119,93.25,52,1,1.01,clear sky,2021-07-25 03:09:01
455,Svetlaya,RU,46.5389,138.3297,77.56,78,80,11.27,broken clouds,2021-07-25 03:09:01
456,Olafsvik,IS,64.8945,-23.7142,49.71,78,97,10.63,overcast clouds,2021-07-25 03:09:01
457,Benton Harbor,US,42.1167,-86.4542,76.24,85,40,0.0,scattered clouds,2021-07-25 03:09:02
458,Maragogi,BR,-9.0122,-35.2225,74.19,84,67,14.74,broken clouds,2021-07-25 03:09:02
459,Bulolo,PG,-7.2,146.65,85.98,56,67,4.18,broken clouds,2021-07-25 03:09:02
460,Saryg-Sep,RU,51.5,95.6,60.6,97,100,0.72,overcast clouds,2021-07-25 03:09:03
461,Opuwo,NA,-18.0607,13.84,52.5,19,0,9.08,clear sky,2021-07-25 03:09:03
462,The Valley,AI,18.217,-63.0578,82.09,84,100,20.11,overcast clouds,2021-07-25 03:09:03
463,Codrington,AU,-38.2667,141.9667,48.18,82,100,15.39,overcast clouds,2021-07-25 03:09:03
464,Stokmarknes,NO,68.5646,14.9108,55.49,98,100,4.25,light rain,2021-07-25 03:09:04
465,Jak,HU,47.1425,16.5815,68.79,89,73,5.86,broken clouds,2021-07-25 03:09:04
